id	quantity_jp	quantity_en	unit	type	base	conversion	denominator	offset
8214	情報量	Amount of Information	TB	Int	8210	1E+12	1	0
8215	情報量	Amount of Information	PB	Int	8210	1E+15	1	0
8220	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	kiB	Int	8210	1024	1	0
8221	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	MiB	Int	8210	1048576	1	0
8222	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	GiB	Int	8210	1073741824	1	0
8223	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	TiB	Int	8210	1.09951E+12	1	0
8224	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	PiB	Int	8210	1.1259E+15	1	0
8230	通信速度	Communication Speed	bps	Real				
8231	通信速度	Communication Speed	kbps	Real	8230	1000	1	0
8232	通信速度	Communication Speed	Mbps	Real	8230	1000000	1	0
8233	通信速度	Communication Speed	Tbps	Real	8230	1000000000	1	0
8234	通信速度	Communication Speed	Pbps	Real	8230	1E+12	1	0
8300	通貨	Currency	JPY	Real				
8301	通貨	Currency	USD	Real				
8302	通貨	Currency	EUR	Real				
8303	通貨	Currency	GBP	Real				
8304	通貨	Currency	CNY	Real				
8500	数量	Quantity (Count)	pcs	Int				
8501	数量	Quantity (Count)	times	Int				
8502	数量	Quantity (Count)	pulse	Int				
8503	数量	Quantity (Count)	pixel	Int				
8504	数量	Quantity (Count)	shot	Int				
8540	人工	Manpower	man-hr	Real				
8541	人工	Manpower	人工	Real	8540	1	1	0
8590	数量	Quantity (Count)	piece	Int	8500			
8591	数量	Quantity (Count)	pix	Int	8503			
9999	体積流量	Volume flow rate	ml/min	Int				
